fips,STNAME,population
39115,Ohio,14305
39117,Ohio,35411
39119,Ohio,86020
39121,Ohio,14364
39123,Ohio,40253
39125,Ohio,18648
39127,Ohio,36215
39129,Ohio,58658
39131,Ohio,27695
39133,Ohio,162583
39135,Ohio,40836
39137,Ohio,33654
39139,Ohio,120891
39141,Ohio,76420
39143,Ohio,58351
39145,Ohio,74347
39147,Ohio,54938
39149,Ohio,48337
39151,Ohio,369772
39153,Ohio,538866
39155,Ohio,196800
39157,Ohio,91776
39159,Ohio,60021
39161,Ohio,28159
39163,Ohio,12972
39165,Ohio,238412
39167,Ohio,59652
39169,Ohio,115694
39171,Ohio,36565
39173,Ohio,131113
39175,Ohio,21711
40001,Oklahoma,21955
40003,Oklahoma,5718
40005,Oklahoma,13912
40007,Oklahoma,5207
40009,Oklahoma,21468
40011,Oklahoma,9447
40013,Oklahoma,48998
40015,Oklahoma,28684
40017,Oklahoma,153192
40019,Oklahoma,48353
40021,Oklahoma,49019
40023,Oklahoma,14646
40025,Oklahoma,2145
40027,Oklahoma,287066
40029,Oklahoma,5587
40031,Oklahoma,121099
40033,Oklahoma,5676
40035,Oklahoma,14194
40037,Oklahoma,71485
40039,Oklahoma,28648
40041,Oklahoma,43136
40043,Oklahoma,4815
40045,Oklahoma,3830
40047,Oklahoma,60869
40049,Oklahoma,27691
40051,Oklahoma,55906
40053,Oklahoma,4372
40055,Oklahoma,5704
40057,Oklahoma,2557
40059,Oklahoma,3611
40061,Oklahoma,12652
40063,Oklahoma,13126
40065,Oklahoma,24305
40067,Oklahoma,5949
40069,Oklahoma,10824
40071,Oklahoma,43274
40073,Oklahoma,15806
40075,Oklahoma,8741
40077,Oklahoma,10132
40079,Oklahoma,49935
40081,Oklahoma,35045
40083,Oklahoma,48777
40085,Oklahoma,10230
40087,Oklahoma,41348
40089,Oklahoma,32772
40091,Oklahoma,19635
40093,Oklahoma,7579
40095,Oklahoma,17114
40097,Oklahoma,41152
40099,Oklahoma,13955
40101,Oklahoma,67610
40103,Oklahoma,11113
40105,Oklahoma,10076
40107,Oklahoma,11765
40109,Oklahoma,804041
40111,Oklahoma,38234
40113,Oklahoma,46642
40115,Oklahoma,30879
40117,Oklahoma,16381
40119,Oklahoma,81755
40121,Oklahoma,43679
40123,Oklahoma,38397
40125,Oklahoma,72998
40127,Oklahoma,10970
40129,Oklahoma,3570
40131,Oklahoma,93155
40133,Oklahoma,24248
40135,Oklahoma,41538
40137,Oklahoma,43100
40139,Oklahoma,19997
40141,Oklahoma,7229
40143,Oklahoma,657589
40145,Oklahoma,82925
40147,Oklahoma,52222
40149,Oklahoma,10830
40151,Oklahoma,8687
40153,Oklahoma,19812
41001,Oregon,16284
41003,Oregon,93239
41005,Oregon,421596
41007,Oregon,40423
41009,Oregon,52876
41011,Oregon,64711
41013,Oregon,25105
41015,Oregon,23305
41017,Oregon,201769
41019,Oregon,111364
41021,Oregon,1975
41023,Oregon,7180
41025,Oregon,7373
41027,Oregon,23280
41029,Oregon,221844
41031,Oregon,24856
41033,Oregon,88053
41035,Oregon,68739
41037,Oregon,7949
41039,Oregon,382986
41041,Oregon,50583
41043,Oregon,131054
41045,Oregon,30983
41047,Oregon,349204
41049,Oregon,11700
41051,Oregon,815637
41053,Oregon,87744
41055,Oregon,1801
41057,Oregon,27442
41059,Oregon,77752
41061,Oregon,26551
41063,Oregon,7181
41065,Oregon,26403
41067,Oregon,603514
41069,Oregon,1387
41071,Oregon,107664
42001,Pennsylvania,102742
42003,Pennsylvania,1211358
42005,Pennsylvania,64162
42007,Pennsylvania,162575
42009,Pennsylvania,47817
42011,Pennsylvania,421017
42013,Pennsylvania,121007
42015,Pennsylvania,60221
42017,Pennsylvania,627987
42019,Pennsylvania,189135
42021,Pennsylvania,128672
42023,Pennsylvania,4330
42025,Pennsylvania,64081
42027,Pennsylvania,161496
42029,Pennsylvania,526759
42031,Pennsylvania,38305
42033,Pennsylvania,78612
42035,Pennsylvania,37957
42037,Pennsylvania,64842
42039,Pennsylvania,83697
42041,Pennsylvania,255857
42043,Pennsylvania,279874
42045,Pennsylvania,566753
42047,Pennsylvania,29607
42049,Pennsylvania,268426
42051,Pennsylvania,128126
42053,Pennsylvania,6965
42055,Pennsylvania,155637
42057,Pennsylvania,14501
42059,Pennsylvania,35621
42061,Pennsylvania,44590
42063,Pennsylvania,83664
42065,Pennsylvania,43108
42067,Pennsylvania,24619
42069,Pennsylvania,208989
42071,Pennsylvania,546192
42073,Pennsylvania,85083
42075,Pennsylvania,141663
42077,Pennsylvania,370802
42079,Pennsylvania,316982
42081,Pennsylvania,113209
42083,Pennsylvania,40333
42085,Pennsylvania,108545
42087,Pennsylvania,46064
42089,Pennsylvania,170154
42091,Pennsylvania,833869
42093,Pennsylvania,18042
42095,Pennsylvania,305892
42097,Pennsylvania,90258
42099,Pennsylvania,46212
42101,Pennsylvania,1578487
42103,Pennsylvania,56072
42105,Pennsylvania,16453
42107,Pennsylvania,140709
42109,Pennsylvania,40317
42111,Pennsylvania,72916
42113,Pennsylvania,5913
42115,Pennsylvania,40006
42117,Pennsylvania,40381
42119,Pennsylvania,44294
42121,Pennsylvania,50328
42123,Pennsylvania,38911
42125,Pennsylvania,206803
42127,Pennsylvania,51163
42129,Pennsylvania,347087
42131,Pennsylvania,26557
42133,Pennsylvania,450448
44001,Rhode Island,48350
44003,Rhode Island,164646
44005,Rhode Island,81836
44007,Rhode Island,636547
44009,Rhode Island,125746
45001,South Carolina,24404
45003,South Carolina,172895
45005,South Carolina,8331
45007,South Carolina,204353
45009,South Carolina,13906
45011,South Carolina,20805
45013,South Carolina,195656
45015,South Carolina,235987
45017,South Carolina,14554
45019,South Carolina,417981
45021,South Carolina,57316
45023,South Carolina,32232
45025,South Carolina,45606
45027,South Carolina,33415
45029,South Carolina,37481
45031,South Carolina,66509
45033,South Carolina,30367
45035,South Carolina,165737
45037,South Carolina,27120
45039,South Carolina,22059
45041,South Carolina,137588
45043,South Carolina,63353
45045,South Carolina,532486
45047,South Carolina,71074
45049,South Carolina,18053
45051,South Carolina,365449
45053,South Carolina,31588
45055,South Carolina,67472
45057,South Carolina,100926
45059,South Carolina,67883
45061,South Carolina,16701
45063,South Carolina,303946
45065,South Carolina,9430
45067,South Carolina,30158
45069,South Carolina,25581
45071,South Carolina,38445
45073,South Carolina,80015
45075,South Carolina,85343
45077,South Carolina,127983
45079,South Carolina,419051
45081,South Carolina,20315
45083,South Carolina,326205
45085,South Carolina,106360
45087,South Carolina,26991
45089,South Carolina,29825
45091,South Carolina,289105
46003,South Dakota,2730
46005,South Dakota,18513
46007,South Dakota,3399
46009,South Dakota,6848
46011,South Dakota,35603
46013,South Dakota,38738
46015,South Dakota,5254
46017,South Dakota,1956
46019,South Dakota,10538
46021,South Dakota,1380
46023,South Dakota,9262
46025,South Dakota,3802
46027,South Dakota,14246
46029,South Dakota,28186
46031,South Dakota,4031
46033,South Dakota,9017
46035,South Dakota,19812
46037,South Dakota,5345
46039,South Dakota,4346
46041,South Dakota,5789
46043,South Dakota,2906
46045,South Dakota,3817
46047,South Dakota,6708
46049,South Dakota,2306
46051,South Dakota,7000
46053,South Dakota,4219
46055,South Dakota,1861
46057,South Dakota,6234
46059,South Dakota,3127
46061,South Dakota,3489
46063,South Dakota,1311
46065,South Dakota,17336
46067,South Dakota,7282
46069,South Dakota,1281
46071,South Dakota,3321
46073,South Dakota,1985
46075,South Dakota,938
46077,South Dakota,4987
46079,South Dakota,12488
46081,South Dakota,26221
46083,South Dakota,63019
46085,South Dakota,3797
46087,South Dakota,5520
46089,South Dakota,2363
46091,South Dakota,4884
46093,South Dakota,28588
46095,South Dakota,2089
46097,South Dakota,2202
46099,South Dakota,196659
46101,South Dakota,6525
46102,South Dakota,14070
46103,South Dakota,115926
46105,South Dakota,2832
46107,South Dakota,2163
46109,South Dakota,10331
46111,South Dakota,2322
46115,South Dakota,6319
46117,South Dakota,3121
46119,South Dakota,1391
46121,South Dakota,10313
46123,South Dakota,5377
46125,South Dakota,8368
46127,South Dakota,16192
46129,South Dakota,5336
46135,South Dakota,22742
46137,South Dakota,2656
47001,Tennessee,77558
47003,Tennessee,50179
47005,Tennessee,16131
47007,Tennessee,15223
47009,Tennessee,134751
47011,Tennessee,109071
47013,Tennessee,39837
47015,Tennessee,14847
47017,Tennessee,27779
47019,Tennessee,56418
47021,Tennessee,41101
47023,Tennessee,17432
47025,Tennessee,32023
47027,Tennessee,7629
47029,Tennessee,36225
47031,Tennessee,57632
47033,Tennessee,14180
47035,Tennessee,61603
47037,Tennessee,694176
47039,Tennessee,11601
47041,Tennessee,20837
47043,Tennessee,54376
47045,Tennessee,36693
47047,Tennessee,41620
47049,Tennessee,18787
47051,Tennessee,42485
47053,Tennessee,49159
47055,Tennessee,29530
47057,Tennessee,23565
47059,Tennessee,69571
47061,Tennessee,13485
47063,Tennessee,65110
47065,Tennessee,371662
47067,Tennessee,6493
47069,Tennessee,24836
47071,Tennessee,25583
47073,Tennessee,56775
47075,Tennessee,17002
47077,Tennessee,28076
47079,Tennessee,32056
47081,Tennessee,25387
47083,Tennessee,8292
47085,Tennessee,18590
47087,Tennessee,11864
47089,Tennessee,55307
47091,Tennessee,17849
47093,Tennessee,475609
47095,Tennessee,6988
47097,Tennessee,25451
47099,Tennessee,44432
47101,Tennessee,12363
47103,Tennessee,34540
47105,Tennessee,54910
47107,Tennessee,54208
47109,Tennessee,25696
47111,Tennessee,24827
47113,Tennessee,98360
47115,Tennessee,28924
47117,Tennessee,35016
47119,Tennessee,99590
47121,Tennessee,12532
47123,Tennessee,47177
47125,Tennessee,214251
47127,Tennessee,6438
47129,Tennessee,21431
47131,Tennessee,30131
47133,Tennessee,22566
47135,Tennessee,8099
47137,Tennessee,5061
47139,Tennessee,16835
47141,Tennessee,80929
47143,Tennessee,33443
47145,Tennessee,53841
47147,Tennessee,72275
47149,Tennessee,339261
47151,Tennessee,22090
47153,Tennessee,15176
47155,Tennessee,99244
47157,Tennessee,936017
47159,Tennessee,20285
47161,Tennessee,13859
47163,Tennessee,158755
47165,Tennessee,195561
47167,Tennessee,61918
47169,Tennessee,11455
47171,Tennessee,17755
47173,Tennessee,20187
47175,Tennessee,5947
47177,Tennessee,41605
47179,Tennessee,130367
47181,Tennessee,16524
47183,Tennessee,33334
47185,Tennessee,27707
47187,Tennessee,245348
47189,Tennessee,148130
48001,Texas,57805
48003,Texas,18879
48005,Texas,86796
48007,Texas,23814
48009,Texas,8730
48011,Texas,1869
48013,Texas,51724
48015,Texas,29972
48017,Texas,6697
48019,Texas,23861
48021,Texas,91601
48023,Texas,3518
48025,Texas,32513
48027,Texas,369927
48029,Texas,2026823
48031,Texas,12269
48033,Texas,706
48035,Texas,18603
48037,Texas,93481
48039,Texas,380518
48041,Texas,232555
48043,Texas,9237
48045,Texas,1487
48047,Texas,6964
48049,Texas,37633
48051,Texas,18514
48053,Texas,49653
48055,Texas,43979
48057,Texas,21001
48059,Texas,14110
48061,Texas,424180
48063,Texas,13060
48065,Texas,5854
48067,Texas,29879
48069,Texas,7396
48071,Texas,45590
48073,Texas,52875
48075,Texas,7143
48077,Texas,10550
48079,Texas,2897
48081,Texas,3323
48083,Texas,8100
48085,Texas,1072069
48087,Texas,2877
48089,Texas,21610
48091,Texas,164812
48093,Texas,13750
48095,Texas,2827
48097,Texas,41393
48099,Texas,76737
48101,Texas,1363
48103,Texas,4765
48105,Texas,3513
48107,Texas,5567
48109,Texas,2149
48111,Texas,7273
48113,Texas,2635888
48115,Texas,12974
48117,Texas,18277
48119,Texas,5349
48121,Texas,919324
48123,Texas,20174
48125,Texas,2140
48127,Texas,9925
48129,Texas,3308
48131,Texas,11058
48133,Texas,18388
48135,Texas,167701
48137,Texas,1923
48139,Texas,191760
48141,Texas,841286
48143,Texas,43224
48145,Texas,17275
48147,Texas,35913
48149,Texas,25547
48151,Texas,3784
48153,Texas,5672
48155,Texas,1135
48157,Texas,839706
48159,Texas,10821
48161,Texas,19874
48163,Texas,20379
48165,Texas,21996
48167,Texas,345089
48169,Texas,6222
48171,Texas,26960
48173,Texas,1439
48175,Texas,7626
48177,Texas,20948
48179,Texas,21658
48181,Texas,138318
48183,Texas,124229
48185,Texas,29614
48187,Texas,170608
48189,Texas,32754
48191,Texas,2939
48193,Texas,8557
48195,Texas,5279
48197,Texas,4011
48199,Texas,58305
48201,Texas,4738253
48203,Texas,66386
48205,Texas,5443
48207,Texas,5754
48209,Texas,241365
48211,Texas,3777
48213,Texas,83792
48215,Texas,875200
48217,Texas,37006
48219,Texas,22921
48221,Texas,63527
48223,Texas,37170
48225,Texas,22835
48227,Texas,36540
48229,Texas,4906
48231,Texas,99807
48233,Texas,20677
48235,Texas,1564
48237,Texas,9056
48239,Texas,14854
48241,Texas,35375
48243,Texas,2220
48245,Texas,250127
48247,Texas,5184
48249,Texas,40452
48251,Texas,179575
48253,Texas,19875
48255,Texas,15562
48257,Texas,143198
48259,Texas,48523
48261,Texas,379
48263,Texas,786
48265,Texas,52869
48267,Texas,4396
48269,Texas,283
48271,Texas,3670
48273,Texas,30338
48275,Texas,3683
48277,Texas,49905
48279,Texas,12710
48281,Texas,21789
48283,Texas,7500
48285,Texas,20216
48287,Texas,17397
48289,Texas,17493
48291,Texas,91547
48293,Texas,23340
48295,Texas,3111
48297,Texas,12324
48299,Texas,21958
48301,Texas,181
48303,Texas,314772
48305,Texas,6025
48307,Texas,7823
48309,Texas,259730
48311,Texas,721
48313,Texas,14427
48315,Texas,9960
48317,Texas,5816
48319,Texas,4344
48321,Texas,36725
48323,Texas,58378
48325,Texas,52358
48327,Texas,2124
48329,Texas,177863
48331,Texas,24708
48333,Texas,4840
48335,Texas,8202
48337,Texas,19962
48339,Texas,626351
48341,Texas,20654
48343,Texas,12393
48345,Texas,1185
48347,Texas,64753
48349,Texas,50694
48351,Texas,13414
48353,Texas,14835
48355,Texas,363148
48357,Texas,9598
48359,Texas,2135
48361,Texas,82878
48363,Texas,29320
48365,Texas,23187
48367,Texas,148198
48369,Texas,9522
48371,Texas,15718
48373,Texas,52995
48375,Texas,116004
48377,Texas,6508
48379,Texas,12552
48381,Texas,139899
48383,Texas,3833
48385,Texas,3411
48387,Texas,11995
48389,Texas,15949
48391,Texas,6877
48393,Texas,813
48395,Texas,17155
48397,Texas,109888
48399,Texas,10401
48401,Texas,54324
48403,Texas,10507
48405,Texas,8248
48407,Texas,29301
48409,Texas,67069
48411,Texas,6039
48413,Texas,2761
48415,Texas,16662
48417,Texas,3300
48419,Texas,24915
48421,Texas,3027
48423,Texas,235806
48425,Texas,9139
48427,Texas,64266
48429,Texas,9334
48431,Texas,1315
48433,Texas,1348
48435,Texas,3738
48437,Texas,7340
48439,Texas,2123347
48441,Texas,139200
48443,Texas,702
48445,Texas,12183
48447,Texas,1487
48449,Texas,32926
48451,Texas,120010
48453,Texas,1300503
48455,Texas,14883
48457,Texas,21591
48459,Texas,42166
48461,Texas,3623
48463,Texas,26742
48465,Texas,49028
48467,Texas,57533
48469,Texas,91936
48471,Texas,72164
48473,Texas,57452
48475,Texas,12097
48477,Texas,35771
48479,Texas,277681
48481,Texas,41685
48483,Texas,4946
48485,Texas,133205
48487,Texas,12552
48489,Texas,21161
48491,Texas,617855
48493,Texas,52023
48495,Texas,7887
48497,Texas,71084
48499,Texas,46291
48501,Texas,8702
48503,Texas,17904
48505,Texas,14172
48507,Texas,11840
49001,Utah,6761
49003,Utah,57007
49005,Utah,130004
49007,Utah,20760
49009,Utah,1026
49011,Utah,359232
49013,Utah,19894
49015,Utah,10147
49017,Utah,5050
49019,Utah,9796
49021,Utah,56814
49023,Utah,12122
49025,Utah,7914
49027,Utah,13327
49029,Utah,12462
49031,Utah,1473
49033,Utah,2452
49035,Utah,1165517
49037,Utah,15278
49039,Utah,31393
49041,Utah,21780
49043,Utah,42499
49045,Utah,74512
49047,Utah,35970
49049,Utah,651059
49051,Utah,35300
49053,Utah,184913
49055,Utah,2759
49057,Utah,262658
50001,Vermont,36851
50003,Vermont,35338
50005,Vermont,29705
50007,Vermont,164306
50009,Vermont,6123
50011,Vermont,49685
50013,Vermont,7169
50015,Vermont,25341
50017,Vermont,28837
50019,Vermont,26897
50021,Vermont,57764
50023,Vermont,58328
50025,Vermont,42015
50027,Vermont,54988
51001,Virginia,32238
51003,Virginia,110652
51005,Virginia,14701
51007,Virginia,13014
51009,Virginia,31667
51011,Virginia,16043
51013,Virginia,240119
51015,Virginia,76544
51017,Virginia,4119
51019,Virginia,79811
51021,Virginia,6239
51023,Virginia,33633
51025,Virginia,16037
51027,Virginia,20613
51029,Virginia,17168
51031,Virginia,55304
51033,Virginia,30860
51035,Virginia,30074
51036,Virginia,6821
51037,Virginia,11820
51041,Virginia,358245
51043,Virginia,14622
51045,Virginia,5077
51047,Virginia,53569
51049,Virginia,9933
51051,Virginia,14078
51053,Virginia,28688
51057,Virginia,10943
51059,Virginia,1150847
51061,Virginia,71361
51063,Virginia,15777
51065,Virginia,27422
51067,Virginia,56167
51069,Virginia,91119
51071,Virginia,16663
51073,Virginia,37459
51075,Virginia,24431
51077,Virginia,15493
51079,Virginia,20131
51081,Virginia,11280
51083,Virginia,33633
51085,Virginia,108262
51087,Virginia,333766
51089,Virginia,50309
51091,Virginia,2200
51093,Virginia,37725
51095,Virginia,77612
51097,Virginia,6942
51099,Virginia,27381
51101,Virginia,17641
51103,Virginia,10618
51105,Virginia,23238
51107,Virginia,422784
51109,Virginia,38132
51111,Virginia,12267
51113,Virginia,13312
51115,Virginia,8766
51117,Virginia,30679
51119,Virginia,10569
51121,Virginia,98391
51125,Virginia,14755
51127,Virginia,23648
51131,Virginia,11673
51133,Virginia,12069
51135,Virginia,15160
51137,Virginia,37695
51139,Virginia,23933
51141,Virginia,17493
51143,Virginia,59850
51145,Virginia,30148
51147,Virginia,23006
51149,Virginia,38686
51153,Virginia,475533
51155,Virginia,33935
51157,Virginia,7260
51159,Virginia,9071
51161,Virginia,94509
51163,Virginia,22757
51165,Virginia,82346
51167,Virginia,26647
51169,Virginia,21629
51171,Virginia,43905
51173,Virginia,30090
51175,Virginia,17636
51177,Virginia,138449
51179,Virginia,156748
51181,Virginia,6385
51183,Virginia,10925
51185,Virginia,40529
51187,Virginia,40475
51191,Virginia,53695
51193,Virginia,18149
51195,Virginia,37206
51197,Virginia,28620
51199,Virginia,69199
51510,Virginia,158726
51520,Virginia,17329
51530,Virginia,6402
51540,Virginia,46950
51550,Virginia,247011
51570,Virginia,17205
51580,Virginia,5639
51590,Virginia,39869
51595,Virginia,5257
51600,Virginia,23429
51610,Virginia,14631
51620,Virginia,7833
51630,Virginia,29492
51640,Virginia,6296
51650,Virginia,135464
51660,Virginia,53204
51670,Virginia,22375
51678,Virginia,7279
51680,Virginia,81561
51683,Virginia,40869
51685,Virginia,18004
51690,Virginia,12355
51700,Virginia,179062
51710,Virginia,242803
51720,Virginia,3985
51730,Virginia,30446
51735,Virginia,12257
51740,Virginia,95094
51750,Virginia,18255
51760,Virginia,232226
51770,Virginia,99058
51775,Virginia,25340
51790,Virginia,25190
51800,Virginia,93913
51810,Virginia,451231
51820,Virginia,22741
51830,Virginia,15259
51840,Virginia,27700
53001,Washington,20027
53003,Washington,22820
53005,Washington,206426
53007,Washington,77574
53009,Washington,78067
53011,Washington,496865
53013,Washington,4048
53015,Washington,111371
53017,Washington,43560
53019,Washington,7759
53021,Washington,97075
53023,Washington,2290
53025,Washington,99377
53027,Washington,75950
53029,Washington,86014
53031,Washington,32700
53033,Washington,2274315
53035,Washington,272787
53037,Washington,49204
53039,Washington,22697
53041,Washington,82109
53043,Washington,11090
53045,Washington,68224
53047,Washington,42620
53049,Washington,22984
53051,Washington,14144
53053,Washington,913890
53055,Washington,17492
53057,Washington,130789
53059,Washington,12107
53061,Washington,830393
53063,Washington,528225
53065,Washington,46360
53067,Washington,294074
53069,Washington,4498
53071,Washington,61292
53073,Washington,231016
53075,Washington,49500
53077,Washington,251879
54001,West Virginia,16444
54003,West Virginia,122125
54005,West Virginia,21055
54007,West Virginia,13702
54009,West Virginia,21674
54011,West Virginia,91589
54013,West Virginia,6945
54015,West Virginia,8341
54017,West Virginia,8368
54019,West Virginia,42062
54021,West Virginia,7811
54023,West Virginia,11510
54025,West Virginia,34319
54027,West Virginia,23190
54029,West Virginia,28571
54031,West Virginia,13633
54033,West Virginia,66870
54035,West Virginia,28453
54037,West Virginia,57486
54039,West Virginia,176253
54041,West Virginia,15805
54043,West Virginia,20043
54045,West Virginia,31688
54047,West Virginia,16916
54049,West Virginia,55962
54051,West Virginia,30103
54053,West Virginia,26335
54055,West Virginia,58258
54057,West Virginia,26722
54059,West Virginia,22951
54061,West Virginia,106819
54063,West Virginia,13229
54065,West Virginia,17873
54067,West Virginia,24340
54069,West Virginia,41182
54071,West Virginia,6932
54073,West Virginia,7438
54075,West Virginia,8190
54077,West Virginia,33380
54079,West Virginia,56428
54081,West Virginia,72920
54083,West Virginia,28387
54085,West Virginia,9499
54087,West Virginia,13482
54089,West Virginia,12444
54091,West Virginia,16699
54093,West Virginia,6816
54095,West Virginia,8533
54097,West Virginia,24230
54099,West Virginia,39054
54101,West Virginia,8058
54103,West Virginia,14904
54105,West Virginia,5705
54107,West Virginia,82938
54109,West Virginia,20123
55001,Wisconsin,20498
55003,Wisconsin,15415
55005,Wisconsin,45090
55007,Wisconsin,15242
55009,Wisconsin,264610
55011,Wisconsin,13033
55013,Wisconsin,15557
55015,Wisconsin,50209
55017,Wisconsin,64737
55019,Wisconsin,34720
55021,Wisconsin,57668
55023,Wisconsin,16021
55025,Wisconsin,552536
55027,Wisconsin,87336
55029,Wisconsin,27889
55031,Wisconsin,43702
55033,Wisconsin,45452
55035,Wisconsin,105260
55037,Wisconsin,4298
55039,Wisconsin,102902
55041,Wisconsin,8960
55043,Wisconsin,51021
55045,Wisconsin,36603
55047,Wisconsin,18908
55049,Wisconsin,23640
55051,Wisconsin,5698
55053,Wisconsin,20630
55055,Wisconsin,85038
55057,Wisconsin,26908
55059,Wisconsin,169671
55061,Wisconsin,20386
55063,Wisconsin,118502
55065,Wisconsin,16646
55067,Wisconsin,19119
55069,Wisconsin,27566
55071,Wisconsin,78757
55073,Wisconsin,135593
55075,Wisconsin,40262
55077,Wisconsin,15585
55078,Wisconsin,4546
55079,Wisconsin,945016
55081,Wisconsin,46582
55083,Wisconsin,38383
55085,Wisconsin,35751
55087,Wisconsin,188766
55089,Wisconsin,90043
55091,Wisconsin,7271
55093,Wisconsin,42700
55095,Wisconsin,43794
55097,Wisconsin,71032
55099,Wisconsin,13245
55101,Wisconsin,195802
55103,Wisconsin,17258
55105,Wisconsin,163084
55107,Wisconsin,14022
55109,Wisconsin,91838
55111,Wisconsin,64449
55113,Wisconsin,16700
55115,Wisconsin,40786
55117,Wisconsin,115240
55119,Wisconsin,20318
55121,Wisconsin,29681
55123,Wisconsin,30861
55125,Wisconsin,22356
55127,Wisconsin,103953
55129,Wisconsin,15712
55131,Wisconsin,136445
55133,Wisconsin,406172
55135,Wisconsin,50664
55137,Wisconsin,24326
55139,Wisconsin,171631
55141,Wisconsin,72560
56001,Wyoming,38950
56003,Wyoming,11575
56005,Wyoming,46676
56007,Wyoming,14711
56009,Wyoming,13804
56011,Wyoming,7593
56013,Wyoming,39317
56015,Wyoming,13235
56017,Wyoming,4425
56019,Wyoming,8588
56021,Wyoming,100595
56023,Wyoming,20253
56025,Wyoming,80815
56027,Wyoming,2275
56029,Wyoming,29331
56031,Wyoming,8578
56033,Wyoming,30863
56035,Wyoming,9856
56037,Wyoming,42673
56039,Wyoming,23497
56041,Wyoming,20215
56043,Wyoming,7760
56045,Wyoming,6743
